         3929067 function calls (3923283 primitive calls) in 26.767 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    346/1    0.002    0.000   26.767   26.767 {built-in method builtins.exec}
     3769    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      375    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
5962/5589    0.002    0.000    0.016    0.000 {built-in method builtins.hasattr}
      126    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     9158    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
      431    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
726089/725606    0.048    0.000    0.048    0.000 {built-in method builtins.len}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       65    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1217    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      796    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       87    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1159    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      974    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      318    0.018    0.000    0.018    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
     1038    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       88    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       40    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
        4    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
     1463    0.038    0.000    0.038    0.000 {built-in method nt.stat}
      275    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
      316    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
       22    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
   299459    0.095    0.000    0.095    0.000 {built-in method numpy.core.multiarray.where}
   452013    0.274    0.000    0.274    0.000 {built-in method numpy.core.multiarray.zeros}
       14    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        6    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       25    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
       96    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x0000019314380BF8}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000019313B5B400}
      192    0.000    0.000    0.001    0.000 {function SocketIO.close at 0x0000019314241620}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x000001931423CBF8}
       96    0.000    0.000    0.000    0.000 {function socket.detach at 0x000001931423CC80}
      157    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      192    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      192    0.000    0.000    0.001    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       96    0.003    0.000    0.003    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       13    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      767    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   635144    0.046    0.000    0.046    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      132    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       96    0.001    0.000    0.002    0.000 {method 'close' of '_io.BufferedReader' objects}
       96    2.715    0.028    2.715    0.028 {method 'connect' of '_socket.socket' objects}
   102848    0.011    0.000    0.011    0.000 {method 'copy' of 'list' objects}
       41    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      384    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      224    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       96    8.779    0.091    8.779    0.091 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        1    0.003    0.003    0.003    0.003 {method 'dot' of 'numpy.ndarray' objects}
1927/1831    0.002    0.000    0.003    0.000 {method 'encode' of 'str' objects}
       64    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      473    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     3168    0.003    0.000    0.003    0.000 {method 'extend' of 'bytearray' objects}
      192    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      324    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      192    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
      653    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      192    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
     1675    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      633    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      416    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
     1412    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      392    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      192    0.001    0.000    0.001    0.000 {method 'getpeername' of '_socket.socket' objects}
       96    0.003    0.000    0.003    0.000 {method 'getsockname' of '_socket.socket' objects}
       96    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
      288    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       21    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      180    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      726    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      228    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      188    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      896    0.001    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
6336/6268    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      192    0.191    0.001    0.191    0.001 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
     6314    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
     1578    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
     1937    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
       32    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      846    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      175    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
   115904    0.014    0.000    0.014    0.000 {method 'pop' of 'list' objects}
     1674    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      192    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      318    0.008    0.000    0.008    0.000 {method 'read' of '_io.FileIO' objects}
      192    0.001    0.000    0.001    0.000 {method 'read' of '_io.StringIO' objects}
      192   10.991    0.057   10.991    0.057 {method 'read' of '_ssl._SSLSocket' objects}
     2058    0.004    0.000   11.000    0.005 {method 'readline' of '_io.BufferedReader' objects}
      192    0.002    0.000    0.002    0.000 {method 'readlines' of '_io._IOBase' objects}
      240    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       86    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      206    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     2551    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      642    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
     8633    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
      416    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      384    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       96    0.008    0.000    0.008    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
       64    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       96    0.002    0.000    0.002    0.000 {method 'setsockopt' of '_socket.socket' objects}
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      192    0.001    0.000    0.001    0.000 {method 'settimeout' of '_socket.socket' objects}
   101793    0.029    0.000    0.029    0.000 {method 'sort' of 'list' objects}
      192    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
     2218    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
     5085    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
     1139    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      240    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       34    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      102    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      192    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       65    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      226    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       96    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      128    0.015    0.000    0.015    0.000 {method 'write' of '_ssl._SSLSocket' objects}


