         3929067 function calls (3923283 primitive calls) in 26.767 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dsa.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:65(DSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 ec.py:102(EllipticCurvePrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 ec.py:117(EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 ec.py:16(EllipticCurveOID)
        1    0.000    0.000    0.000    0.000 ec.py:175(SECT571R1)
        1    0.000    0.000    0.000    0.000 ec.py:181(SECT409R1)
        1    0.000    0.000    0.000    0.000 ec.py:187(SECT283R1)
        1    0.000    0.000    0.000    0.000 ec.py:193(SECT233R1)
        1    0.000    0.000    0.000    0.000 ec.py:199(SECT163R2)
        1    0.000    0.000    0.000    0.000 ec.py:205(SECT571K1)
        1    0.000    0.000    0.000    0.000 ec.py:211(SECT409K1)
        1    0.000    0.000    0.000    0.000 ec.py:217(SECT283K1)
        1    0.000    0.000    0.000    0.000 ec.py:223(SECT233K1)
        1    0.000    0.000    0.000    0.000 ec.py:229(SECT163K1)
        1    0.000    0.000    0.000    0.000 ec.py:235(SECP521R1)
        1    0.000    0.000    0.000    0.000 ec.py:241(SECP384R1)
        1    0.000    0.000    0.000    0.000 ec.py:247(SECP256R1)
        1    0.000    0.000    0.000    0.000 ec.py:253(SECP256K1)
        1    0.000    0.000    0.000    0.000 ec.py:259(SECP224R1)
        1    0.000    0.000    0.000    0.000 ec.py:265(SECP192R1)
        1    0.000    0.000    0.000    0.000 ec.py:271(BrainpoolP256R1)
        1    0.000    0.000    0.000    0.000 ec.py:277(BrainpoolP384R1)
        1    0.000    0.000    0.000    0.000 ec.py:283(BrainpoolP512R1)
        1    0.000    0.000    0.000    0.000 ec.py:318(ECDSA)
        1    0.000    0.000    0.000    0.000 ec.py:343(EllipticCurvePublicNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:38(EllipticCurve)
        1    0.000    0.000    0.000    0.000 ec.py:430(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:466(ECDH)
        1    0.000    0.000    0.001    0.001 ec.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ec.py:53(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 ec.py:62(EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 ed25519.py:18(Ed25519PublicKey)
        1    0.000    0.000    0.000    0.000 ed25519.py:44(Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 ed25519.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
       32    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       32    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:124(__prepare__)
       27    0.001    0.000    0.003    0.000 enum.py:134(__new__)
       27    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
       27    0.000    0.000    0.000    0.000 enum.py:176(<setcomp>)
      228    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       50    0.000    0.000    0.000    0.000 enum.py:195(<genexpr>)
      314    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
      960    0.002    0.000    0.006    0.000 enum.py:281(__call__)
       27    0.000    0.000    0.000    0.000 enum.py:332(__getattr__)
      314    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        2    0.000    0.000    0.000    0.000 enum.py:351(__iter__)
       14    0.000    0.000    0.000    0.000 enum.py:352(<genexpr>)
       15    0.000    0.000    0.000    0.000 enum.py:357(__members__)
      392    0.000    0.000    0.000    0.000 enum.py:373(__setattr__)
       12    0.000    0.000    0.002    0.000 enum.py:386(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:41(_make_class_unpicklable)
       66    0.000    0.000    0.000    0.000 enum.py:439(_get_mixins_)
       27    0.000    0.000    0.000    0.000 enum.py:484(_find_new_)
      948    0.002    0.000    0.002    0.000 enum.py:537(__new__)
      192    0.001    0.000    0.001    0.000 enum.py:574(__str__)
       65    0.000    0.000    0.000    0.000 enum.py:614(name)
       48    0.000    0.000    0.000    0.000 enum.py:619(value)
       12    0.000    0.000    0.003    0.000 enum.py:624(_convert)
       27    0.000    0.000    0.000    0.000 enum.py:63(__init__)
       12    0.000    0.000    0.001    0.000 enum.py:645(<listcomp>)
      102    0.000    0.000    0.000    0.000 enum.py:650(<lambda>)
      314    0.000    0.000    0.001    0.000 enum.py:69(__setitem__)
        5    0.000    0.000    0.000    0.000 enum.py:784(_missing_)
        5    0.000    0.000    0.000    0.000 enum.py:791(_create_pseudo_member_)
       10    0.000    0.000    0.000    0.000 enum.py:821(__or__)
       76    0.000    0.000    0.000    0.000 enum.py:827(__and__)
       15    0.000    0.000    0.000    0.000 enum.py:846(_high_bit)
        5    0.000    0.000    0.000    0.000 enum.py:863(_decompose)
        5    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
       11    0.000    0.000    0.000    0.000 enum.py:892(<lambda>)
       20    0.000    0.000    0.000    0.000 enum.py:898(_power_of_two)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.020    0.020 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(_Reasons)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:171(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:237(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(AlreadyUpdated)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(NotYetFinalized)
        2    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(InvalidTag)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(InvalidSignature)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:57(InvalidKey)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(InvalidProxyURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 extensions.py:1091(NameConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:1173(Extension)
        1    0.000    0.000    0.000    0.000 extensions.py:118(CRLNumber)
        1    0.000    0.000    0.000    0.000 extensions.py:1212(GeneralNames)
        1    0.000    0.000    0.000    0.000 extensions.py:1257(SubjectAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1292(IssuerAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1327(CertificateIssuer)
        1    0.000    0.000    0.000    0.000 extensions.py:1362(CRLReason)
        1    0.000    0.000    0.000    0.000 extensions.py:1390(InvalidityDate)
        1    0.000    0.000    0.000    0.000 extensions.py:1420(PrecertificateSignedCertificateTimestamps)
        1    0.000    0.000    0.000    0.000 extensions.py:146(AuthorityKeyIdentifier)
        1    0.000    0.000    0.000    0.000 extensions.py:1468(OCSPNonce)
        1    0.000    0.000    0.000    0.000 extensions.py:1496(IssuingDistributionPoint)
        1    0.000    0.000    0.000    0.000 extensions.py:1626(UnrecognizedExtension)
        1    0.000    0.000    0.000    0.000 extensions.py:249(SubjectKeyIdentifier)
        1    0.000    0.000    0.000    0.000 extensions.py:278(AuthorityInformationAccess)
        1    0.000    0.000    0.000    0.000 extensions.py:317(AccessDescription)
        1    0.000    0.000    0.000    0.000 extensions.py:353(BasicConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:395(DeltaCRLIndicator)
        1    0.000    0.000    0.000    0.000 extensions.py:423(CRLDistributionPoints)
        1    0.000    0.000    0.000    0.000 extensions.py:464(FreshestCRL)
        1    0.000    0.000    0.028    0.028 extensions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:505(DistributionPoint)
        1    0.000    0.000    0.000    0.000 extensions.py:55(DuplicateExtension)
        1    0.000    0.000    0.000    0.000 extensions.py:598(ReasonFlags)
        1    0.000    0.000    0.000    0.000 extensions.py:61(ExtensionNotFound)
        1    0.000    0.000    0.000    0.000 extensions.py:611(PolicyConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:67(ExtensionType)
        1    0.000    0.000    0.000    0.000 extensions.py:672(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 extensions.py:711(PolicyInformation)
        1    0.000    0.000    0.000    0.000 extensions.py:76(Extensions)
        1    0.000    0.000    0.000    0.000 extensions.py:761(UserNotice)
        1    0.000    0.000    0.000    0.000 extensions.py:798(NoticeReference)
        1    0.000    0.000    0.000    0.000 extensions.py:834(ExtendedKeyUsage)
        1    0.000    0.000    0.000    0.000 extensions.py:869(OCSPNoCheck)
        1    0.000    0.000    0.000    0.000 extensions.py:889(PrecertPoison)
        1    0.000    0.000    0.000    0.000 extensions.py:909(TLSFeature)
        1    0.000    0.000    0.000    0.000 extensions.py:951(TLSFeatureType)
        3    0.000    0.000    0.000    0.000 extensions.py:962(<genexpr>)
        1    0.000    0.000    0.000    0.000 extensions.py:965(InhibitAnyPolicy)
        1    0.000    0.000    0.000    0.000 extensions.py:996(KeyUsage)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
       96    0.001    0.000    0.005    0.000 feedparser.py:101(push)
      192    0.000    0.000    0.001    0.000 feedparser.py:122(pushlines)
      192    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
     1866    0.002    0.000    0.006    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
       96    0.002    0.000    0.003    0.000 feedparser.py:139(__init__)
       96    0.000    0.000    0.051    0.001 feedparser.py:173(feed)
      192    0.001    0.000    0.048    0.000 feedparser.py:178(_call_parse)
       96    0.001    0.000    0.007    0.000 feedparser.py:184(close)
       96    0.001    0.000    0.001    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.007    0.007 feedparser.py:20(<module>)
       96    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
      192    0.006    0.000    0.047    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
       96    0.008    0.000    0.022    0.000 feedparser.py:471(_parse_headers)
       96    0.001    0.000    0.001    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
       96    0.001    0.000    0.001    0.000 feedparser.py:70(close)
     1866    0.003    0.000    0.004    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.001    0.001 financial.py:12(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1760(vectorize)
      282    0.000    0.000    0.001    0.000 function_base.py:3895(add_newdoc)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
       27    0.000    0.000    0.000    0.000 functools.py:37(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:445(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:476(decorating_function)
       21    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 general_name.py:129(DNSName)
        1    0.000    0.000    0.000    0.000 general_name.py:174(UniformResourceIdentifier)
        1    0.000    0.000    0.000    0.000 general_name.py:242(DirectoryName)
        1    0.000    0.000    0.000    0.000 general_name.py:268(RegisteredID)
        1    0.000    0.000    0.000    0.000 general_name.py:294(IPAddress)
        1    0.000    0.000    0.000    0.000 general_name.py:332(OtherName)
        1    0.000    0.000    0.000    0.000 general_name.py:47(UnsupportedGeneralNameType)
        1    0.000    0.000    0.003    0.003 general_name.py:5(<module>)
        1    0.000    0.000    0.000    0.000 general_name.py:53(GeneralName)
        1    0.000    0.000    0.000    0.000 general_name.py:62(RFC822Name)
       34    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 hashes.py:110(SHA1)
        1    0.000    0.000    0.000    0.000 hashes.py:117(SHA512_224)
        1    0.000    0.000    0.000    0.000 hashes.py:124(SHA512_256)
        1    0.000    0.000    0.000    0.000 hashes.py:131(SHA224)
        1    0.000    0.000    0.000    0.000 hashes.py:138(SHA256)
        1    0.000    0.000    0.000    0.000 hashes.py:145(SHA384)
        1    0.000    0.000    0.000    0.000 hashes.py:152(SHA512)
        1    0.000    0.000    0.000    0.000 hashes.py:159(SHA3_224)
        1    0.000    0.000    0.000    0.000 hashes.py:165(SHA3_256)
        1    0.000    0.000    0.000    0.000 hashes.py:171(SHA3_384)
        1    0.000    0.000    0.000    0.000 hashes.py:177(SHA3_512)
        1    0.000    0.000    0.000    0.000 hashes.py:18(HashAlgorithm)
        1    0.000    0.000    0.000    0.000 hashes.py:183(SHAKE128)
        1    0.000    0.000    0.000    0.000 hashes.py:200(SHAKE256)
        1    0.000    0.000    0.000    0.000 hashes.py:217(MD5)
        1    0.000    0.000    0.000    0.000 hashes.py:224(BLAKE2b)
        1    0.000    0.000    0.000    0.000 hashes.py:241(BLAKE2s)
        1    0.000    0.000    0.000    0.000 hashes.py:33(HashContext)
        1    0.000    0.000    0.001    0.001 hashes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 hashes.py:60(ExtendableOutputFunction)
        1    0.000    0.000    0.000    0.000 hashes.py:67(Hash)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1814(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1811(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
      192    0.001    0.000    0.002    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.002    0.002 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.007    0.007 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:476(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:609(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
       12    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        6    0.000    0.000    0.000    0.000 inspect.py:2110(_signature_from_function)
        6    0.000    0.000    0.000    0.000 inspect.py:2191(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2392(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2396(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2400(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(Parameter)
        8    0.000    0.000    0.000    0.000 inspect.py:2460(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:2510(name)
       16    0.000    0.000    0.000    0.000 inspect.py:2522(kind)
        4    0.000    0.000    0.000    0.000 inspect.py:2572(__eq__)
        1    0.000    0.000    0.000    0.000 inspect.py:2583(BoundArguments)
        1    0.000    0.000    0.002    0.002 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2713(Signature)
        6    0.000    0.000    0.000    0.000 inspect.py:2743(__init__)
       14    0.000    0.000    0.000    0.000 inspect.py:2792(<genexpr>)
        6    0.000    0.000    0.000    0.000 inspect.py:2816(from_callable)
       12    0.000    0.000    0.000    0.000 inspect.py:2822(parameters)
